*****CSV file analysis*****
CSV dialect sniffing:
   - Created euro field ('1563.04') by dividing the value in 'APC paid (£) including VAT if charged' (1260) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 148 ---
   - Created period field ('2014') by parsing value '2014-04-25' in column 'Date of initial application by author'
   - Created euro field ('1563.04') by dividing the value in 'APC paid (£) including VAT if charged' (1260) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 149 ---
   - Created period field ('2014') by parsing value '2014-04-25' in column 'Date of initial application by author'
   - Created euro field ('1860.77') by dividing the value in 'APC paid (£) including VAT if charged' (1500) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 150 ---
   - Created period field ('2014') by parsing value '2014-04-28' in column 'Date of initial application by author'
   - Created euro field ('2158.49') by dividing the value in 'APC paid (£) including VAT if charged' (1740) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 151 ---
   - Created period field ('2014') by parsing value '2014-04-28' in column 'Date of initial application by author'
   - Created euro field ('2158.49') by dividing the value in 'APC paid (£) including VAT if charged' (1740) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 152 ---
   - Created period field ('2014') by parsing value '2014-04-29' in column 'Date of initial application by author'
   - Created euro field ('1571.55') by dividing the value in 'APC paid (£) including VAT if charged' (1266.86) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 153 ---
   - Created period field ('2014') by parsing value '2014-04-29' in column 'Date of initial application by author'
   - Created euro field ('488.76') by dividing the value in 'APC paid (£) including VAT if charged' (394) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 154 ---
   - Created period field ('2014') by parsing value '2014-05-02' in column 'Date of initial application by author'
   - Created euro field ('2078.93') by dividing the value in 'APC paid (£) including VAT if charged' (1675.87) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 155 ---
   - Created period field ('2014') by parsing value '2014-05-06' in column 'Date of initial application by author'
   - Created euro field ('1671.45') by dividing the value in 'APC paid (£) including VAT if charged' (1347.39) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 156 ---
   - Created period field ('2014') by parsing value '2014-05-08' in column 'Date of initial application by author'
   - Created euro field ('1860.77') by dividing the value in 'APC paid (£) including VAT if charged' (1500) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 157 ---
   - Created period field ('2014') by parsing value '2014-05-12' in column 'Date of initial application by author'
   - Created euro field ('1860.77') by dividing the value in 'APC paid (£) including VAT if charged' (1500) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 158 ---
   - Created period field ('2014') by parsing value '2014-05-13' in column 'Date of initial application by author'
   - Created euro field ('1860.77') by dividing the value in 'APC paid (£) including VAT if charged' (1500) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 159 ---
   - Created period field ('2014') by parsing value '2014-05-14' in column 'Date of initial application by author'
   - Created euro field ('3187.81') by dividing the value in 'APC paid (£) including VAT if charged' (2569.76) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 160 ---
   - Created period field ('2014') by parsing value '2014-05-19' in column 'Date of initial application by author'
   - Created euro field ('1607.12') by dividing the value in 'APC paid (£) including VAT if charged' (1295.53) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 161 ---
   - Created period field ('2014') by parsing value '2014-05-20' in column 'Date of initial application by author'
   - Created euro field ('3163.3') by dividing the value in 'APC paid (£) including VAT if charged' (2550) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 162 ---
   - Created period field ('2014') by parsing value '2014-05-20' in column 'Date of initial application by author'
   - Created euro field ('1673.88') by dividing the value in 'APC paid (£) including VAT if charged' (1349.35) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 163 ---
   - Created period field ('2014') by parsing value '2014-05-20' in column 'Date of initial application by author'
   - Created euro field ('1860.77') by dividing the value in 'APC paid (£) including VAT if charged' (1500) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 164 ---
   - Created period field ('2014') by parsing value '2014-05-21' in column 'Date of initial application by author'
   - Created euro field ('999.21') by dividing the value in 'APC paid (£) including VAT if charged' (805.48) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 165 ---
   - Created period field ('2014') by parsing value '2014-05-22' in column 'Date of initial application by author'
   - Created euro field ('2645.45') by dividing the value in 'APC paid (£) including VAT if charged' (2132.55) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 166 ---
   - Created period field ('2014') by parsing value '2014-05-22' in column 'Date of initial application by author'
   - Created euro field ('1563.04') by dividing the value in 'APC paid (£) including VAT if charged' (1260) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 167 ---
   - Created period field ('2014') by parsing value '2014-05-22' in column 'Date of initial application by author'
   - Created euro field ('357.92') by dividing the value in 'APC paid (£) including VAT if charged' (288.53) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 168 ---
   - Created period field ('2014') by parsing value '2014-05-23' in column 'Date of initial application by author'
   - Created euro field ('1915.73') by dividing the value in 'APC paid (£) including VAT if charged' (1544.31) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 169 ---
   - Created period field ('2014') by parsing value '2014-05-25' in column 'Date of initial application by author'
   - Created euro field ('3223.7') by dividing the value in 'APC paid (£) including VAT if charged' (2598.69) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 170 ---
   - Created period field ('2014') by parsing value '2014-05-28' in column 'Date of initial application by author'
   - Created euro field ('2605.07') by dividing the value in 'APC paid (£) including VAT if charged' (2100) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 171 ---
   - Created period field ('2014') by parsing value '2014-05-30' in column 'Date of initial application by author'
   - Created euro field ('2198.41') by dividing the value in 'APC paid (£) including VAT if charged' (1772.18) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 172 ---
   - Created period field ('2014') by parsing value '2014-06-02' in column 'Date of initial application by author'
   - Created euro field ('1860.77') by dividing the value in 'APC paid (£) including VAT if charged' (1500) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 173 ---
   - Created period field ('2014') by parsing value '2014-06-02' in column 'Date of initial application by author'
   - Created euro field ('1860.77') by dividing the value in 'APC paid (£) including VAT if charged' (1500) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 174 ---
   - Created period field ('2014') by parsing value '2014-06-06' in column 'Date of initial application by author'
   - Created euro field ('2772.54') by dividing the value in 'APC paid (£) including VAT if charged' (2235) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 175 ---
   - Created period field ('2014') by parsing value '2014-06-09' in column 'Date of initial application by author'
   - Created euro field ('2619.96') by dividing the value in 'APC paid (£) including VAT if charged' (2112) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 176 ---
   - Created period field ('2014') by parsing value '2014-06-09' in column 'Date of initial application by author'
   - Created euro field ('2116.36') by dividing the value in 'APC paid (£) including VAT if charged' (1706.04) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 177 ---
   - Created period field ('2014') by parsing value '2014-06-10' in column 'Date of initial application by author'
   - Created euro field ('1493.08') by dividing the value in 'APC paid (£) including VAT if charged' (1203.6) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 178 ---
   - Created period field ('2014') by parsing value '2014-06-11' in column 'Date of initial application by author'
   - Created euro field ('1899.47') by dividing the value in 'APC paid (£) including VAT if charged' (1531.2) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 179 ---
   - Created period field ('2014') by parsing value '2014-06-11' in column 'Date of initial application by author'
   - Created euro field ('2660.36') by dividing the value in 'APC paid (£) including VAT if charged' (2144.57) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 180 ---
   - Created period field ('2014') by parsing value '2014-06-16' in column 'Date of initial application by author'
   - Created euro field ('2530.64') by dividing the value in 'APC paid (£) including VAT if charged' (2040) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 181 ---
   - Created period field ('2014') by parsing value '2014-06-16' in column 'Date of initial application by author'
   - Created euro field ('1889.86') by dividing the value in 'APC paid (£) including VAT if charged' (1523.45) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 182 ---
   - Created period field ('2014') by parsing value '2014-06-16' in column 'Date of initial application by author'
   - Created euro field ('1211.82') by dividing the value in 'APC paid (£) including VAT if charged' (976.87) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
