"Publisher","Publisher_OAPC","Country","Country_OAPC","Organization","Annual publications","Start date","End date","ID","URL"
"IWA Publishing","NA","Australia","NA","CAUL","5","01/01/2023","31/12/2025","iwa2023caul","https://esac-initiative.org/about/transformative-agreements/agreement-registry/iwa2023caul/"
"Karger","S. Karger AG","Australia","NA","CAUL","30","01/01/2023","31/12/2023","kar2023caul","https://esac-initiative.org/about/transformative-agreements/agreement-registry/kar2023caul/"
"MA Healthcare","NA","Australia","NA","CAUL","10","01/01/2023","31/12/2023","mah2023caul","https://esac-initiative.org/about/transformative-agreements/agreement-registry/mah2023caul/"
"Microbiology Society","Microbiology Society","Australia","NA","CAUL","40","01/01/2023","31/12/2023","microbio2023caul","https://esac-initiative.org/about/transformative-agreements/agreement-registry/microbio2023caul/"
"Portland Press","Portland Press Ltd.","Australia","NA","CAUL","36","01/01/2023","31/12/2023","portpress2023caul","https://esac-initiative.org/about/transformative-agreements/agreement-registry/portpress2023caul/"
"Royal Society of Chemistry","Royal Society of Chemistry (RSC)","Australia","NA","CSIRO","10","01/01/2023","31/12/2023","rsc2023csiro","https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2023csiro/"
"Sage","SAGE Publications","Australia","NA","CAUL","2397","01/01/2023","31/12/2025","sage2023caul","https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2023caul/"
"Springer Nature","Springer Nature","Australia","NA","CSIRO","70","01/01/2023","31/12/2025","sn2023csiro","https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2023csiro/"
"Taylor & Francis","Informa UK Limited","Australia","NA","CAUL","5190","01/01/2023","31/12/2025","tf2023caul","https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2023caul/"
"The Geological Society of London","NA","Australia","NA","CAUL","27","01/01/2023","31/12/2023","gsl2023caul","https://esac-initiative.org/about/transformative-agreements/agreement-registry/gsl2023caul/"
"The Royal Society","The Royal Society","Australia","NA","CAUL","255","01/01/2023","31/12/2023","trs2023caul","https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2023caul/"
"Walter de Gruyter","Walter de Gruyter GmbH","Australia","NA","CAUL","306","01/01/2023","31/12/2023","degruy2023caul","https://esac-initiative.org/about/transformative-agreements/agreement-registry/degruy2023caul/"
"AIP Publishing","AIP Publishing","Austria","AUT","University of Vienna","15","01/01/2023","31/12/2025","aip2023univie","https://esac-initiative.org/about/transformative-agreements/agreement-registry/aip2023univie/"
"American Chemical Society","American Chemical Society (ACS)","Austria","AUT","KEMOE","100","01/01/2023","31/12/2023","acs2023kemoe","https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2023kemoe/"
"Cambridge University Press","Cambridge University Press (CUP)","Austria","AUT","KEMOE","97","01/01/2023","31/12/2025","cam2023kemoe","https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2023kemoe/"
"Company of Biologists","The Company of Biologists","Austria","AUT","University of Salzburg","1","01/01/2023","31/12/2025","compbio2023sbg","https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2023sbg/"
"Emerald","Emerald","Austria","AUT","KEMOE","43","01/01/2023","31/12/2025","eme2023kemoe","https://esac-initiative.org/about/transformative-agreements/agreement-registry/eme2023kemoe/"
"IOP Publishing","IOP Publishing","Austria","AUT","KEMOE","20","01/01/2023","31/12/2025","iop2023kemoe","https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2023kemoe/"
"John Benjamins Publishing","NA","Austria","AUT","University of Vienna","9","01/01/2023","31/12/2025","jbp2023univie","https://esac-initiative.org/about/transformative-agreements/agreement-registry/jbp2023univie/"
"Oxford University Press","Oxford University Press (OUP)","Austria","AUT","KEMOE","200","01/01/2023","31/12/2025","oxf2023kemoe","https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2023kemoe/"
"Sage","SAGE Publications","Austria","AUT","KEMOE","120","01/01/2023","31/12/2025","sage2023kemoe","https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2023kemoe/"
"The Royal Society","The Royal Society","Austria","AUT","University of Salzburg","1","01/01/2023","31/12/2023","trs2023sbg","https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2023sbg/"
"The Royal Society","The Royal Society","Austria","AUT","University of Vienna","12","01/01/2023","31/12/2023","trs2023univie","https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2023univie/"
"Company of Biologists","The Company of Biologists","Belgium","BEL","University of Antwerp","5","01/01/2023","31/12/2025","compbio2023uantw","https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2023uantw/"
"John Benjamins Publishing","NA","Belgium","BEL","KU Leuven","13","01/01/2023","31/12/2023","jbp2023leuven","https://esac-initiative.org/about/transformative-agreements/agreement-registry/jbp2023leuven/"
"Royal Society of Chemistry","Royal Society of Chemistry (RSC)","Belgium","BEL","KU Leuven","57","01/01/2023","31/12/2025","rsc2023leuven","https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2023leuven/"
"American Chemical Society","American Chemical Society (ACS)","Canada","CAN","Federal Science Libraries Network","40","01/01/2023","31/12/2025","acs2023fsln","https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2023fsln/"
"Canadian Science Publishing","NA","Canada","CAN","Canadian Research Knowledge Network","718","01/01/2023","31/12/2025","csp2023crkn","https://esac-initiative.org/about/transformative-agreements/agreement-registry/csp2023crkn/"
"Cold Spring Harbor Laboratory Press","Cold Spring Harbor Laboratory Press","Canada","CAN","Université Laval","2","01/01/2023","31/12/2024","cshl2023ulaval","https://esac-initiative.org/about/transformative-agreements/agreement-registry/cshl2023ulaval/"
"Wiley","Wiley-Blackwell","Canada","CAN","Canadian Research Knowledge Network","4200","01/01/2023","31/12/2024","wiley2023crkn","https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2023crkn/"
"Cambridge University Press","Cambridge University Press (CUP)","China","NA","Shanghai Jiao Tong University","45","01/01/2023","31/12/2025","cam2023sjtu","https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2023sjtu/"
"Royal Society of Chemistry","Royal Society of Chemistry (RSC)","China","NA","National Science Library of Chinese Academy of Sciences","1500","01/01/2023","31/12/2023","rsc2023cas","https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2023cas/"
"IOP Publishing","IOP Publishing","Colombia","NA","Pontifica Universidad Javeriana","200","01/01/2023","31/12/2025","iop2023puj","https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2023puj/"
"Wiley","Wiley-Blackwell","Colombia","NA","Pontifica Universidad Javeriana","200","01/01/2023","31/12/2026","wiley2023puj","https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2023puj/"
"AIP Publishing","AIP Publishing","Czech Republic","CZE","CzechELib","30","01/01/2023","31/12/2025","aip2023czelib","https://esac-initiative.org/about/transformative-agreements/agreement-registry/aip2023czelib/"
"American Chemical Society","American Chemical Society (ACS)","Czech Republic","CZE","CzechELib","220","01/01/2023","31/12/2025","acs2023czelib","https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2023czelib/"
"Association for Computing Machinery","Association for Computing Machinery (ACM)","Czech Republic","CZE","CzechELib","20","01/01/2023","31/12/2025","acm2023czelib","https://esac-initiative.org/about/transformative-agreements/agreement-registry/acm2023czelib/"
"Cambridge University Press","Cambridge University Press (CUP)","Czech Republic","CZE","CzechELib","50","01/01/2023","31/12/2025","cam2023czelib","https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2023czelib/"
"Emerald","Emerald","Czech Republic","CZE","CzechELib","20","01/01/2023","31/12/2025","eme2023czelib","https://esac-initiative.org/about/transformative-agreements/agreement-registry/eme2023czelib/"
"IOP Publishing","IOP Publishing","Czech Republic","CZE","CzechELib","150","01/01/2023","31/12/2025","iop2023czelib","https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2023czelib/"
"Karger","S. Karger AG","Czech Republic","CZE","CzechELib","15","01/01/2023","31/12/2027","kar2023czelib","https://esac-initiative.org/about/transformative-agreements/agreement-registry/kar2023czelib/"
"Oxford University Press","Oxford University Press (OUP)","Czech Republic","CZE","CzechELib","90","01/01/2023","31/12/2025","oxf2023czelib","https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2023czelib/"
"Royal Society of Chemistry","Royal Society of Chemistry (RSC)","Czech Republic","CZE","CzechELib","120","01/01/2023","31/12/2025","rsc2023czelib","https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2023czelib/"
"Springer Nature","Springer Nature","Czech Republic","CZE","CzechELib","680","01/01/2023","31/12/2025","sn2023czelib","https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2023czelib/"
"Taylor & Francis","Informa UK Limited","Czech Republic","CZE","CzechELib","200","01/01/2023","31/12/2025","tf2023czelib","https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2023czelib/"
"Walter de Gruyter","Walter de Gruyter GmbH","Czech Republic","CZE","CzechELib","60","01/01/2023","31/12/2025","degruy2023czelib","https://esac-initiative.org/about/transformative-agreements/agreement-registry/degruy2023czelib/"
"Wiley","Wiley-Blackwell","Czech Republic","CZE","CzechELib","650","01/01/2023","31/12/2026","wiley2023czelib","https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2023czelib/"
"Wolters Kluwer Health","Ovid Technologies (Wolters Kluwer Health)","Czech Republic","CZE","CzechELib","5","01/01/2023","31/12/2025","lww2023czelib","https://esac-initiative.org/about/transformative-agreements/agreement-registry/lww2023czelib/"
"Cambridge University Press","Cambridge University Press (CUP)","Denmark","NA","Royal Danish Library","100","01/01/2023","31/12/2025","cam2023kb","https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2023kb/"
"IOP Publishing","IOP Publishing","Denmark","NA","Royal Danish Library","77","01/01/2023","31/12/2025","iop2023kb","https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2023kb/"
"Springer Nature","Springer Nature","Denmark","NA","Royal Danish Library","740","01/01/2023","31/12/2026","sn2023kb","https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2023kb/"
"Cold Spring Harbor Laboratory Press","Cold Spring Harbor Laboratory Press","Finland","FIN","University of Helsinki","5","01/01/2023","31/12/2024","cshl2023helsinki","https://esac-initiative.org/about/transformative-agreements/agreement-registry/cshl2023helsinki/"
"IOP Publishing","IOP Publishing","Finland","FIN","University of Helsinki","20","01/01/2023","31/12/2024","iop2023helsinki","https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2023helsinki/"
"Radiological Society of North America","NA","Finland","FIN","University of Turku","1","01/01/2023","31/12/2023","rsna2023utu","https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsna2023utu/"
"Rockefeller University Press","Rockefeller University Press","Finland","FIN","University of Helsinki","2","01/01/2023","31/12/2024","rup2023helsinki","https://esac-initiative.org/about/transformative-agreements/agreement-registry/rup2023helsinki/"
"Sage","SAGE Publications","Finland","FIN","FinELib consortium","320","01/01/2023","31/12/2024","sage2023finelib","https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2023finelib/"
"Taylor & Francis","Informa UK Limited","Finland","FIN","FinELib consortium","600","01/01/2023","31/12/2024","tf2023finelib","https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2023finelib/"
"Wiley","Wiley-Blackwell","Finland","FIN","FinELib consortium","1130","01/01/2023","31/12/2024","wiley2023finelib","https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2023finelib/"
